FeatureCode,DateCode,Measurement,Units,Value,Residential Status
S12000014,2013,Ratio,"Per 1,000 Children",1.81,Residential Care
S12000014,2013,Ratio,"Per 1,000 Children",11.73,All
S12000014,2012,Ratio,"Per 1,000 Children",6.16,At Home
S12000014,2012,Ratio,"Per 1,000 Children",3.67,Foster / Prospective Adopters
S12000014,2010,Ratio,"Per 1,000 Children",5.73,At Home
S12000013,2014,Ratio,"Per 1,000 Children",9.73,All
S12000013,2017,Ratio,"Per 1,000 Children",9.64,All
S12000013,2011,Ratio,"Per 1,000 Children",3.56,At Home
S12000013,2012,Ratio,"Per 1,000 Children",1.15,Other Community Placement
S12000013,2009,Ratio,"Per 1,000 Children",2.22,Foster / Prospective Adopters
S12000013,2015,Ratio,"Per 1,000 Children",9.53,All
S12000013,2011,Ratio,"Per 1,000 Children",1.69,Residential Care
S12000013,2010,Ratio,"Per 1,000 Children",2.05,Other Community Placement
S12000013,2009,Ratio,"Per 1,000 Children",2.41,At Home
S12000013,2009,Ratio,"Per 1,000 Children",2.59,Other Community Placement
S12000013,2009,Ratio,"Per 1,000 Children",1.67,Residential Care
S12000013,2010,Ratio,"Per 1,000 Children",2.05,Residential Care
S12000013,2014,Ratio,"Per 1,000 Children",4.37,At Home
S12000014,2012,Ratio,"Per 1,000 Children",1.83,Other Community Placement
S12000014,2011,Ratio,"Per 1,000 Children",12.42,All
S12000014,2010,Ratio,"Per 1,000 Children",3.74,Foster / Prospective Adopters
S12000014,2015,Ratio,"Per 1,000 Children",11.42,All
S12000014,2011,Ratio,"Per 1,000 Children",2.09,Other Community Placement
S12000014,2015,Ratio,"Per 1,000 Children",3.7,At Home
S12000014,2016,Ratio,"Per 1,000 Children",11.71,All
S12000017,2010,Ratio,"Per 1,000 Children",3.7,At Home
S12000014,2018,Ratio,"Per 1,000 Children",11.68,All
S12000017,2012,Ratio,"Per 1,000 Children",2.99,At Home
S12000017,2011,Ratio,"Per 1,000 Children",3.71,At Home
S12000014,2013,Ratio,"Per 1,000 Children",1.47,Other Community Placement
S12000014,2009,Ratio,"Per 1,000 Children",4.23,Foster / Prospective Adopters
S12000014,2013,Ratio,"Per 1,000 Children",4.6,At Home
S12000014,2011,Ratio,"Per 1,000 Children",5.32,At Home
S12000014,2010,Ratio,"Per 1,000 Children",2.87,Other Community Placement
S12000014,2010,Ratio,"Per 1,000 Children",1.46,Residential Care
S12000014,2009,Ratio,"Per 1,000 Children",1.85,Residential Care
S12000014,2015,Ratio,"Per 1,000 Children",1.85,Residential Care
S12000014,2017,Ratio,"Per 1,000 Children",11.96,All
S12000014,2009,Ratio,"Per 1,000 Children",2.35,Other Community Placement
S12000014,2015,Ratio,"Per 1,000 Children",1.0,Other Community Placement
S12000014,2014,Ratio,"Per 1,000 Children",3.57,At Home
S12000014,2014,Ratio,"Per 1,000 Children",2.13,Residential Care
S12000014,2011,Ratio,"Per 1,000 Children",3.39,Foster / Prospective Adopters
S12000014,2014,Ratio,"Per 1,000 Children",1.1,Other Community Placement
S12000014,2015,Ratio,"Per 1,000 Children",4.87,Foster / Prospective Adopters
S12000040,2009,Ratio,"Per 1,000 Children",1.43,Other Community Placement
S12000040,2012,Ratio,"Per 1,000 Children",3.75,At Home
S12000040,2011,Ratio,"Per 1,000 Children",1.38,Residential Care
S12000040,2013,Ratio,"Per 1,000 Children",11.25,All
S12000040,2011,Ratio,"Per 1,000 Children",3.75,Foster / Prospective Adopters
S12000040,2015,Ratio,"Per 1,000 Children",1.14,Residential Care
S12000040,2010,Ratio,"Per 1,000 Children",1.93,Other Community Placement
S92000003,2009,Ratio,"Per 1,000 Children",5.63,At Home
S92000003,2013,Ratio,"Per 1,000 Children",4.09,Other Community Placement
S92000003,2012,Ratio,"Per 1,000 Children",4.96,At Home
S92000003,2015,Ratio,"Per 1,000 Children",1.48,Residential Care
S92000003,2014,Ratio,"Per 1,000 Children",4.01,At Home
S92000003,2016,Ratio,"Per 1,000 Children",14.86,All
S92000003,2013,Ratio,"Per 1,000 Children",5.39,Foster / Prospective Adopters
S12000040,2012,Ratio,"Per 1,000 Children",3.47,Foster / Prospective Adopters
S12000040,2017,Ratio,"Per 1,000 Children",12.91,All
S12000040,2013,Ratio,"Per 1,000 Children",3.39,Foster / Prospective Adopters
S12000040,2013,Ratio,"Per 1,000 Children",1.24,Residential Care
S12000040,2010,Ratio,"Per 1,000 Children",11.28,All
S12000040,2009,Ratio,"Per 1,000 Children",10.2,All
S12000040,2012,Ratio,"Per 1,000 Children",2.14,Other Community Placement
S12000040,2014,Ratio,"Per 1,000 Children",10.51,All
S12000040,2015,Ratio,"Per 1,000 Children",2.74,Other Community Placement
S12000040,2014,Ratio,"Per 1,000 Children",3.44,Foster / Prospective Adopters
S12000040,2015,Ratio,"Per 1,000 Children",3.19,At Home
S12000040,2011,Ratio,"Per 1,000 Children",1.8,Other Community Placement
S12000040,2015,Ratio,"Per 1,000 Children",11.0,All
S12000040,2012,Ratio,"Per 1,000 Children",1.16,Residential Care
S92000003,2010,Ratio,"Per 1,000 Children",3.08,Other Community Placement
S92000003,2009,Ratio,"Per 1,000 Children",2.89,Other Community Placement
S92000003,2010,Ratio,"Per 1,000 Children",15.2,All
S92000003,2012,Ratio,"Per 1,000 Children",3.97,Other Community Placement
S92000003,2015,Ratio,"Per 1,000 Children",4.08,Other Community Placement
S92000003,2015,Ratio,"Per 1,000 Children",5.57,Foster / Prospective Adopters
S92000003,2014,Ratio,"Per 1,000 Children",4.13,Other Community Placement
S92000003,2015,Ratio,"Per 1,000 Children",3.81,At Home
S92000003,2014,Ratio,"Per 1,000 Children",5.54,Foster / Prospective Adopters
S92000003,2014,Ratio,"Per 1,000 Children",15.11,All
S92000003,2013,Ratio,"Per 1,000 Children",1.42,Residential Care
S92000003,2009,Ratio,"Per 1,000 Children",14.52,All
S92000003,2012,Ratio,"Per 1,000 Children",1.38,Residential Care
S92000003,2018,Ratio,"Per 1,000 Children",14.32,All
S92000003,2013,Ratio,"Per 1,000 Children",15.49,All
S92000003,2010,Ratio,"Per 1,000 Children",5.92,At Home
S92000003,2011,Ratio,"Per 1,000 Children",5.12,Foster / Prospective Adopters
S92000003,2014,Ratio,"Per 1,000 Children",1.42,Residential Care
S92000003,2012,Ratio,"Per 1,000 Children",5.34,Foster / Prospective Adopters
S92000003,2017,Ratio,"Per 1,000 Children",14.44,All
S92000003,2011,Ratio,"Per 1,000 Children",5.25,At Home
S92000003,2013,Ratio,"Per 1,000 Children",4.6,At Home
S92000003,2011,Ratio,"Per 1,000 Children",15.58,All
S92000003,2011,Ratio,"Per 1,000 Children",3.8,Other Community Placement
S92000003,2009,Ratio,"Per 1,000 Children",4.5,Foster / Prospective Adopters
S92000003,2011,Ratio,"Per 1,000 Children",1.4,Residential Care
S92000003,2010,Ratio,"Per 1,000 Children",4.78,Foster / Prospective Adopters
S12000039,2011,Ratio,"Per 1,000 Children",20.99,All
S12000039,2011,Ratio,"Per 1,000 Children",5.04,Foster / Prospective Adopters
S12000039,2010,Ratio,"Per 1,000 Children",4.27,Other Community Placement
S12000039,2015,Ratio,"Per 1,000 Children",2.37,Residential Care
S12000039,2013,Ratio,"Per 1,000 Children",6.15,At Home
S12000039,2018,Ratio,"Per 1,000 Children",25.43,All
S12000039,2009,Ratio,"Per 1,000 Children",4.31,Foster / Prospective Adopters
S12000039,2014,Ratio,"Per 1,000 Children",7.66,Other Community Placement
S12000039,2015,Ratio,"Per 1,000 Children",8.3,Other Community Placement
S12000039,2014,Ratio,"Per 1,000 Children",1.97,Residential Care
S12000039,2015,Ratio,"Per 1,000 Children",21.79,All
S12000039,2012,Ratio,"Per 1,000 Children",2.37,Residential Care
S12000039,2009,Ratio,"Per 1,000 Children",3.46,Other Community Placement
S12000039,2015,Ratio,"Per 1,000 Children",5.19,Foster / Prospective Adopters
S12000039,2010,Ratio,"Per 1,000 Children",2.33,Residential Care
S12000039,2013,Ratio,"Per 1,000 Children",2.57,Residential Care
S12000039,2013,Ratio,"Per 1,000 Children",19.78,All
S12000039,2016,Ratio,"Per 1,000 Children",20.49,All
S12000039,2011,Ratio,"Per 1,000 Children",9.1,At Home
S12000039,2010,Ratio,"Per 1,000 Children",4.54,Foster / Prospective Adopters
S12000039,2011,Ratio,"Per 1,000 Children",2.3,Residential Care
S12000039,2017,Ratio,"Per 1,000 Children",24.22,All
S12000039,2014,Ratio,"Per 1,000 Children",20.77,All
S12000039,2012,Ratio,"Per 1,000 Children",8.28,At Home
S12000039,2009,Ratio,"Per 1,000 Children",19.99,All
S12000039,2011,Ratio,"Per 1,000 Children",4.55,Other Community Placement
S12000039,2009,Ratio,"Per 1,000 Children",2.5,Residential Care
S12000039,2010,Ratio,"Per 1,000 Children",20.72,All
S12000040,2015,Ratio,"Per 1,000 Children",3.93,Foster / Prospective Adopters
S12000040,2010,Ratio,"Per 1,000 Children",1.43,Residential Care
S12000040,2009,Ratio,"Per 1,000 Children",3.77,At Home
S12000040,2009,Ratio,"Per 1,000 Children",3.82,Foster / Prospective Adopters
S12000040,2011,Ratio,"Per 1,000 Children",11.18,All
S12000040,2014,Ratio,"Per 1,000 Children",1.22,Residential Care
S12000040,2014,Ratio,"Per 1,000 Children",3.16,At Home
S12000040,2010,Ratio,"Per 1,000 Children",4.39,At Home
S12000040,2013,Ratio,"Per 1,000 Children",2.88,Other Community Placement
S12000040,2014,Ratio,"Per 1,000 Children",2.68,Other Community Placement
S12000040,2010,Ratio,"Per 1,000 Children",3.54,Foster / Prospective Adopters
S12000040,2012,Ratio,"Per 1,000 Children",10.51,All
S12000040,2009,Ratio,"Per 1,000 Children",1.18,Residential Care
S12000040,2011,Ratio,"Per 1,000 Children",4.25,At Home
S12000039,2012,Ratio,"Per 1,000 Children",20.38,All
S12000039,2013,Ratio,"Per 1,000 Children",5.48,Foster / Prospective Adopters
S12000039,2014,Ratio,"Per 1,000 Children",5.91,At Home
S12000039,2014,Ratio,"Per 1,000 Children",5.24,Foster / Prospective Adopters
S12000039,2012,Ratio,"Per 1,000 Children",4.75,Other Community Placement
S12000039,2015,Ratio,"Per 1,000 Children",5.93,At Home
S12000039,2012,Ratio,"Per 1,000 Children",4.97,Foster / Prospective Adopters
S12000040,2018,Ratio,"Per 1,000 Children",11.16,All
S12000040,2016,Ratio,"Per 1,000 Children",11.38,All
S12000040,2013,Ratio,"Per 1,000 Children",3.74,At Home
S12000039,2010,Ratio,"Per 1,000 Children",9.58,At Home
S12000039,2009,Ratio,"Per 1,000 Children",9.73,At Home
S12000039,2013,Ratio,"Per 1,000 Children",5.59,Other Community Placement
S12000006,2015,Ratio,"Per 1,000 Children",15.13,All
S12000006,2014,Ratio,"Per 1,000 Children",14.12,All
S12000006,2015,Ratio,"Per 1,000 Children",3.81,Foster / Prospective Adopters
S12000006,2011,Ratio,"Per 1,000 Children",6.12,At Home
S12000006,2012,Ratio,"Per 1,000 Children",1.13,Residential Care
S12000006,2012,Ratio,"Per 1,000 Children",3.28,Foster / Prospective Adopters
S12000006,2015,Ratio,"Per 1,000 Children",1.15,Residential Care
S12000006,2013,Ratio,"Per 1,000 Children",3.63,Other Community Placement
S12000006,2011,Ratio,"Per 1,000 Children",3.15,Other Community Placement
S12000008,2012,Ratio,"Per 1,000 Children",7.82,Other Community Placement
S12000008,2009,Ratio,"Per 1,000 Children",21.0,All
S12000006,2013,Ratio,"Per 1,000 Children",13.49,All
S12000006,2012,Ratio,"Per 1,000 Children",14.15,All
S12000006,2013,Ratio,"Per 1,000 Children",1.22,Residential Care
S12000006,2011,Ratio,"Per 1,000 Children",14.46,All
S12000006,2018,Ratio,"Per 1,000 Children",16.67,All
S12000006,2012,Ratio,"Per 1,000 Children",6.46,At Home
S12000006,2013,Ratio,"Per 1,000 Children",5.04,At Home
S12000006,2009,Ratio,"Per 1,000 Children",3.21,Foster / Prospective Adopters
S12000006,2015,Ratio,"Per 1,000 Children",6.36,At Home
S12000006,2010,Ratio,"Per 1,000 Children",3.68,Foster / Prospective Adopters
S12000006,2009,Ratio,"Per 1,000 Children",7.49,At Home
S12000006,2012,Ratio,"Per 1,000 Children",3.28,Other Community Placement
S12000006,2014,Ratio,"Per 1,000 Children",1.24,Residential Care
S12000006,2014,Ratio,"Per 1,000 Children",3.76,Foster / Prospective Adopters
S12000006,2009,Ratio,"Per 1,000 Children",15.07,All
S12000006,2016,Ratio,"Per 1,000 Children",14.54,All
S12000006,2013,Ratio,"Per 1,000 Children",3.6,Foster / Prospective Adopters
S12000008,2011,Ratio,"Per 1,000 Children",6.2,At Home
S12000008,2012,Ratio,"Per 1,000 Children",6.93,Foster / Prospective Adopters
S12000008,2016,Ratio,"Per 1,000 Children",19.28,All
S12000008,2013,Ratio,"Per 1,000 Children",6.79,Foster / Prospective Adopters
S12000008,2013,Ratio,"Per 1,000 Children",21.43,All
S12000008,2009,Ratio,"Per 1,000 Children",1.64,Residential Care
S12000008,2011,Ratio,"Per 1,000 Children",1.86,Residential Care
S12000008,2011,Ratio,"Per 1,000 Children",5.88,Other Community Placement
S12000008,2011,Ratio,"Per 1,000 Children",20.59,All
S12000008,2012,Ratio,"Per 1,000 Children",4.93,At Home
S12000008,2009,Ratio,"Per 1,000 Children",8.1,At Home
S12000008,2013,Ratio,"Per 1,000 Children",7.45,Other Community Placement
S12000008,2014,Ratio,"Per 1,000 Children",6.72,Foster / Prospective Adopters
S12000008,2012,Ratio,"Per 1,000 Children",21.07,All
S12000008,2015,Ratio,"Per 1,000 Children",4.54,At Home
S12000008,2015,Ratio,"Per 1,000 Children",6.75,Foster / Prospective Adopters
S12000008,2010,Ratio,"Per 1,000 Children",19.35,All
S12000008,2017,Ratio,"Per 1,000 Children",16.13,All
S12000008,2018,Ratio,"Per 1,000 Children",16.94,All
S12000008,2014,Ratio,"Per 1,000 Children",4.94,At Home
S12000008,2014,Ratio,"Per 1,000 Children",7.51,Other Community Placement
S12000008,2014,Ratio,"Per 1,000 Children",20.74,All
S12000008,2014,Ratio,"Per 1,000 Children",1.58,Residential Care
S12000008,2013,Ratio,"Per 1,000 Children",1.56,Residential Care
S12000008,2009,Ratio,"Per 1,000 Children",6.47,Foster / Prospective Adopters
S12000008,2010,Ratio,"Per 1,000 Children",3.81,Other Community Placement
S12000008,2009,Ratio,"Per 1,000 Children",4.79,Other Community Placement
S12000005,2012,Ratio,"Per 1,000 Children",20.42,All
S12000005,2010,Ratio,"Per 1,000 Children",7.4,At Home
S12000005,2011,Ratio,"Per 1,000 Children",5.35,Foster / Prospective Adopters
S12000005,2011,Ratio,"Per 1,000 Children",5.35,Other Community Placement
S12000005,2014,Ratio,"Per 1,000 Children",7.66,Foster / Prospective Adopters
S12000005,2014,Ratio,"Per 1,000 Children",17.85,All
S12000005,2012,Ratio,"Per 1,000 Children",5.15,Other Community Placement
S12000005,2014,Ratio,"Per 1,000 Children",3.69,Other Community Placement
S12000005,2013,Ratio,"Per 1,000 Children",4.4,Other Community Placement
S12000005,2013,Ratio,"Per 1,000 Children",1.53,Residential Care
S12000005,2015,Ratio,"Per 1,000 Children",1.85,Residential Care
S12000005,2013,Ratio,"Per 1,000 Children",6.7,Foster / Prospective Adopters
S12000005,2009,Ratio,"Per 1,000 Children",2.02,Residential Care
S12000005,2015,Ratio,"Per 1,000 Children",19.72,All
S12000005,2015,Ratio,"Per 1,000 Children",5.76,At Home
S92000003,2009,Ratio,"Per 1,000 Children",1.5,Residential Care
S12000005,2010,Ratio,"Per 1,000 Children",1.85,Residential Care
S12000005,2011,Ratio,"Per 1,000 Children",8.54,At Home
S92000003,2012,Ratio,"Per 1,000 Children",15.65,All
S92000003,2015,Ratio,"Per 1,000 Children",14.94,All
S92000003,2010,Ratio,"Per 1,000 Children",1.42,Residential Care
S12000005,2012,Ratio,"Per 1,000 Children",6.68,Foster / Prospective Adopters
S12000005,2011,Ratio,"Per 1,000 Children",1.5,Residential Care
S12000005,2009,Ratio,"Per 1,000 Children",7.24,At Home
S12000005,2009,Ratio,"Per 1,000 Children",18.97,All
S12000005,2012,Ratio,"Per 1,000 Children",6.87,At Home
S12000005,2010,Ratio,"Per 1,000 Children",20.52,All
S12000006,2010,Ratio,"Per 1,000 Children",13.57,All
S12000006,2015,Ratio,"Per 1,000 Children",3.81,Other Community Placement
S12000006,2009,Ratio,"Per 1,000 Children",3.01,Other Community Placement
S12000006,2011,Ratio,"Per 1,000 Children",1.18,Residential Care
S12000005,2009,Ratio,"Per 1,000 Children",4.67,Other Community Placement
S12000005,2012,Ratio,"Per 1,000 Children",1.72,Residential Care
S12000006,2014,Ratio,"Per 1,000 Children",5.51,At Home
S12000006,2010,Ratio,"Per 1,000 Children",1.52,Residential Care
S12000006,2009,Ratio,"Per 1,000 Children",1.37,Residential Care
S12000006,2014,Ratio,"Per 1,000 Children",3.61,Other Community Placement
S12000006,2017,Ratio,"Per 1,000 Children",14.3,All
S12000006,2010,Ratio,"Per 1,000 Children",3.1,Other Community Placement
S12000006,2010,Ratio,"Per 1,000 Children",5.27,At Home
S12000006,2011,Ratio,"Per 1,000 Children",4.01,Foster / Prospective Adopters
S12000005,2013,Ratio,"Per 1,000 Children",4.88,At Home
S12000005,2016,Ratio,"Per 1,000 Children",22.74,All
S12000005,2013,Ratio,"Per 1,000 Children",17.52,All
S12000005,2010,Ratio,"Per 1,000 Children",4.53,Other Community Placement
S12000005,2017,Ratio,"Per 1,000 Children",20.76,All
S12000005,2009,Ratio,"Per 1,000 Children",5.04,Foster / Prospective Adopters
S12000005,2011,Ratio,"Per 1,000 Children",20.74,All
S12000005,2015,Ratio,"Per 1,000 Children",3.42,Other Community Placement
S12000005,2018,Ratio,"Per 1,000 Children",20.84,All
S12000005,2014,Ratio,"Per 1,000 Children",1.46,Residential Care
S12000005,2010,Ratio,"Per 1,000 Children",6.75,Foster / Prospective Adopters
S12000005,2014,Ratio,"Per 1,000 Children",5.05,At Home
S12000005,2015,Ratio,"Per 1,000 Children",8.69,Foster / Prospective Adopters
S12000029,2015,Ratio,"Per 1,000 Children",8.81,All
S12000029,2011,Ratio,"Per 1,000 Children",2.68,At Home
S12000029,2015,Ratio,"Per 1,000 Children",1.13,Residential Care
S12000029,2011,Ratio,"Per 1,000 Children",1.25,Other Community Placement
S12000029,2009,Ratio,"Per 1,000 Children",7.6,All
S12000029,2013,Ratio,"Per 1,000 Children",3.6,At Home
S12000029,2018,Ratio,"Per 1,000 Children",10.57,All
S12000029,2012,Ratio,"Per 1,000 Children",2.07,Other Community Placement
S12000029,2011,Ratio,"Per 1,000 Children",1.69,Residential Care
S12000029,2017,Ratio,"Per 1,000 Children",8.84,All
S12000029,2011,Ratio,"Per 1,000 Children",3.04,Foster / Prospective Adopters
S12000029,2014,Ratio,"Per 1,000 Children",1.14,Residential Care
S12000029,2014,Ratio,"Per 1,000 Children",3.15,Foster / Prospective Adopters
S12000029,2011,Ratio,"Per 1,000 Children",8.66,All
S12000028,2010,Ratio,"Per 1,000 Children",7.64,At Home
S12000028,2009,Ratio,"Per 1,000 Children",5.75,At Home
S12000028,2013,Ratio,"Per 1,000 Children",17.65,All
S12000028,2009,Ratio,"Per 1,000 Children",2.38,Other Community Placement
S12000028,2012,Ratio,"Per 1,000 Children",0.91,Residential Care
S12000028,2015,Ratio,"Per 1,000 Children",7.12,Foster / Prospective Adopters
S12000028,2011,Ratio,"Per 1,000 Children",15.89,All
S12000029,2013,Ratio,"Per 1,000 Children",1.14,Residential Care
S12000029,2016,Ratio,"Per 1,000 Children",9.05,All
S12000029,2012,Ratio,"Per 1,000 Children",3.82,At Home
S12000029,2010,Ratio,"Per 1,000 Children",7.69,All
S12000028,2013,Ratio,"Per 1,000 Children",6.48,Foster / Prospective Adopters
S12000028,2009,Ratio,"Per 1,000 Children",13.56,All
S12000028,2015,Ratio,"Per 1,000 Children",16.21,All
S12000029,2010,Ratio,"Per 1,000 Children",2.6,At Home
S12000029,2010,Ratio,"Per 1,000 Children",1.44,Other Community Placement
S12000029,2013,Ratio,"Per 1,000 Children",9.55,All
S12000029,2010,Ratio,"Per 1,000 Children",1.21,Residential Care
S12000029,2015,Ratio,"Per 1,000 Children",3.05,Foster / Prospective Adopters
S12000029,2009,Ratio,"Per 1,000 Children",2.88,At Home
S12000029,2009,Ratio,"Per 1,000 Children",1.4,Residential Care
S12000030,2014,Ratio,"Per 1,000 Children",1.67,Residential Care
S12000030,2014,Ratio,"Per 1,000 Children",13.01,All
S12000030,2018,Ratio,"Per 1,000 Children",13.45,All
S12000030,2013,Ratio,"Per 1,000 Children",3.83,Foster / Prospective Adopters
S12000030,2010,Ratio,"Per 1,000 Children",11.95,All
S12000030,2014,Ratio,"Per 1,000 Children",3.74,At Home
S12000030,2009,Ratio,"Per 1,000 Children",11.98,All
S12000029,2012,Ratio,"Per 1,000 Children",9.82,All
S12000029,2013,Ratio,"Per 1,000 Children",2.89,Foster / Prospective Adopters
S12000029,2015,Ratio,"Per 1,000 Children",2.86,At Home
S12000029,2012,Ratio,"Per 1,000 Children",1.15,Residential Care
S12000029,2013,Ratio,"Per 1,000 Children",1.92,Other Community Placement
S12000029,2012,Ratio,"Per 1,000 Children",2.79,Foster / Prospective Adopters
S12000029,2014,Ratio,"Per 1,000 Children",9.57,All
S12000029,2009,Ratio,"Per 1,000 Children",1.91,Foster / Prospective Adopters
S12000029,2014,Ratio,"Per 1,000 Children",1.86,Other Community Placement
S12000029,2014,Ratio,"Per 1,000 Children",3.41,At Home
S12000029,2010,Ratio,"Per 1,000 Children",2.44,Foster / Prospective Adopters
S12000029,2015,Ratio,"Per 1,000 Children",1.77,Other Community Placement
S12000029,2009,Ratio,"Per 1,000 Children",1.41,Other Community Placement
S12000027,2014,Ratio,"Per 1,000 Children",6.35,All
S12000027,2015,Ratio,"Per 1,000 Children",7.25,All
S12000027,2010,Ratio,"Per 1,000 Children",1.37,Other Community Placement
S12000027,2012,Ratio,"Per 1,000 Children",0.8,Residential Care
S12000027,2010,Ratio,"Per 1,000 Children",7.03,All
S12000027,2009,Ratio,"Per 1,000 Children",7.25,All
S12000027,2015,Ratio,"Per 1,000 Children",2.07,At Home
S12000027,2011,Ratio,"Per 1,000 Children",1.18,Other Community Placement
S12000027,2013,Ratio,"Per 1,000 Children",2.63,At Home
S12000028,2016,Ratio,"Per 1,000 Children",18.86,All
S12000027,2013,Ratio,"Per 1,000 Children",2.22,Foster / Prospective Adopters
S12000027,2013,Ratio,"Per 1,000 Children",0.81,Other Community Placement
S12000027,2012,Ratio,"Per 1,000 Children",1.2,Other Community Placement
S12000027,2014,Ratio,"Per 1,000 Children",1.84,Foster / Prospective Adopters
S12000027,2014,Ratio,"Per 1,000 Children",1.23,Other Community Placement
S12000027,2013,Ratio,"Per 1,000 Children",6.27,All
S12000027,2014,Ratio,"Per 1,000 Children",0.61,Residential Care
S12000027,2012,Ratio,"Per 1,000 Children",1.79,Foster / Prospective Adopters
S12000027,2009,Ratio,"Per 1,000 Children",0.98,Residential Care
S12000027,2009,Ratio,"Per 1,000 Children",1.96,Foster / Prospective Adopters
S12000027,2015,Ratio,"Per 1,000 Children",2.28,Foster / Prospective Adopters
S12000027,2010,Ratio,"Per 1,000 Children",1.37,Residential Care
S12000027,2013,Ratio,"Per 1,000 Children",0.61,Residential Care
S12000027,2015,Ratio,"Per 1,000 Children",2.07,Other Community Placement
S12000027,2011,Ratio,"Per 1,000 Children",1.57,At Home
S12000027,2012,Ratio,"Per 1,000 Children",6.18,All
S12000027,2014,Ratio,"Per 1,000 Children",2.66,At Home
S12000027,2012,Ratio,"Per 1,000 Children",2.39,At Home
S12000028,2017,Ratio,"Per 1,000 Children",18.32,All
S12000028,2018,Ratio,"Per 1,000 Children",17.86,All
S12000028,2011,Ratio,"Per 1,000 Children",2.98,Other Community Placement
S12000028,2014,Ratio,"Per 1,000 Children",16.75,All
S12000028,2012,Ratio,"Per 1,000 Children",16.88,All
S12000028,2012,Ratio,"Per 1,000 Children",7.14,At Home
S12000028,2014,Ratio,"Per 1,000 Children",1.51,Residential Care
S12000028,2010,Ratio,"Per 1,000 Children",16.56,All
S12000028,2011,Ratio,"Per 1,000 Children",6.24,At Home
S12000028,2010,Ratio,"Per 1,000 Children",2.74,Other Community Placement
S12000028,2013,Ratio,"Per 1,000 Children",7.06,At Home
S12000028,2013,Ratio,"Per 1,000 Children",2.9,Other Community Placement
S12000028,2013,Ratio,"Per 1,000 Children",1.21,Residential Care
S12000028,2015,Ratio,"Per 1,000 Children",1.33,Residential Care
S12000028,2014,Ratio,"Per 1,000 Children",3.17,Other Community Placement
S12000028,2015,Ratio,"Per 1,000 Children",3.49,Other Community Placement
S12000028,2011,Ratio,"Per 1,000 Children",5.67,Foster / Prospective Adopters
S12000028,2010,Ratio,"Per 1,000 Children",1.13,Residential Care
S12000028,2010,Ratio,"Per 1,000 Children",5.05,Foster / Prospective Adopters
S12000028,2009,Ratio,"Per 1,000 Children",3.93,Foster / Prospective Adopters
S12000028,2015,Ratio,"Per 1,000 Children",4.27,At Home
S12000028,2014,Ratio,"Per 1,000 Children",5.42,At Home
S12000028,2012,Ratio,"Per 1,000 Children",3.12,Other Community Placement
S12000028,2012,Ratio,"Per 1,000 Children",5.71,Foster / Prospective Adopters
S12000028,2009,Ratio,"Per 1,000 Children",1.5,Residential Care
S12000028,2011,Ratio,"Per 1,000 Children",0.99,Residential Care
S12000028,2014,Ratio,"Per 1,000 Children",6.64,Foster / Prospective Adopters
S12000034,2014,Ratio,"Per 1,000 Children",0.91,Residential Care
S12000034,2010,Ratio,"Per 1,000 Children",1.39,Residential Care
S12000034,2012,Ratio,"Per 1,000 Children",1.04,Residential Care
S12000034,2009,Ratio,"Per 1,000 Children",1.34,Residential Care
S12000034,2015,Ratio,"Per 1,000 Children",3.11,Foster / Prospective Adopters
S12000033,2014,Ratio,"Per 1,000 Children",1.65,Residential Care
S12000034,2012,Ratio,"Per 1,000 Children",8.33,All
S12000034,2015,Ratio,"Per 1,000 Children",1.93,At Home
S12000034,2010,Ratio,"Per 1,000 Children",9.21,All
S12000034,2013,Ratio,"Per 1,000 Children",2.36,At Home
S12000034,2015,Ratio,"Per 1,000 Children",1.46,Other Community Placement
S12000034,2015,Ratio,"Per 1,000 Children",7.48,All
S12000034,2009,Ratio,"Per 1,000 Children",8.54,All
S12000034,2010,Ratio,"Per 1,000 Children",1.56,Other Community Placement
S12000033,2011,Ratio,"Per 1,000 Children",1.53,Residential Care
S12000033,2012,Ratio,"Per 1,000 Children",1.48,Residential Care
S12000033,2016,Ratio,"Per 1,000 Children",14.64,All
S12000033,2013,Ratio,"Per 1,000 Children",1.48,Residential Care
S12000033,2009,Ratio,"Per 1,000 Children",6.75,Foster / Prospective Adopters
S12000033,2014,Ratio,"Per 1,000 Children",3.01,Other Community Placement
S12000033,2015,Ratio,"Per 1,000 Children",1.59,Residential Care
S12000033,2017,Ratio,"Per 1,000 Children",15.53,All
S12000033,2018,Ratio,"Per 1,000 Children",14.29,All
S12000033,2013,Ratio,"Per 1,000 Children",6.91,Foster / Prospective Adopters
S12000033,2011,Ratio,"Per 1,000 Children",17.56,All
S12000033,2010,Ratio,"Per 1,000 Children",1.76,Residential Care
S12000033,2012,Ratio,"Per 1,000 Children",6.93,Foster / Prospective Adopters
S12000033,2009,Ratio,"Per 1,000 Children",2.14,Residential Care
S12000034,2013,Ratio,"Per 1,000 Children",7.83,All
S12000034,2013,Ratio,"Per 1,000 Children",0.94,Residential Care
S12000034,2014,Ratio,"Per 1,000 Children",2.04,At Home
S12000034,2014,Ratio,"Per 1,000 Children",1.33,Other Community Placement
S12000034,2011,Ratio,"Per 1,000 Children",3.07,Foster / Prospective Adopters
S12000034,2012,Ratio,"Per 1,000 Children",2.94,Foster / Prospective Adopters
